adversarial_jargon,restored,transform_type
咋錵,炸金花,4 5
百傢乐,百家乐,4
艏珫囎,首充赠,4
汰|阳|城,太阳城,4 8 10
电仔视迅,电子视讯,4
旗牌,棋牌,1 4
哺渔,捕鱼,1 4
晋级彩唫,晋级彩金,1 4
月俸禄,月工资,6
惘址,网址,1 4
注,注册,6
側淞,彩金,4
菿淞,到账,1 4
愘,客服,1 4
腹办,付费,1
哩,里,1 4
骑｜㵺｜,棋牌,1 4 10
妳｜有｜68｜芫｜,你有68元,1 4 10
电玩,赌博游戏,7
骑派,棋牌,1 4
扑余,捕鱼,1 4
橧②⑧~③⑧⑧⑧⑧￥,赠28~38888元,1 4 10
六匼,六合彩,4
琪,期,1 4
兔费,免费,4
徵信,微信,4
扎金椛,炸金花,1 4
卜魚,捕鱼,1 4
笼虍,龙虎,1 4
吽吽,牛牛,4
攸戏,游戏,1
下傤,下载,1
葱贝,充值,1
岭,领取,1
JJ其排,JJ棋牌,1 4
逋漁,捕鱼,1 4
電籽,电子,1 4
扭纽,牛牛,1 4
炷冊,注册,1 4
頌288,送288,1
沋蕙福莉哆哆,有优惠福利多多,1 4
假台子,非法赌博平台,6
薪/葡/倞,新葡京,1 4 10
吓仔APP,下载APP,1 4
宋28,送28,1 4
首忖50宋58,首存50送58,1
嚸,点,4
玛,码,1 4
餸,送,1 4
55￥,55元,10
vSC,VIP,3
㮸你67え,见你67元,1 4 10
☼记得来1767037.com,请访问1767037.com,6 10
賺,赚,4
瀭苞,输包,1 4
賠本唫,赔本金,1 4
理財,理财,4
住ce,注册,1 2 4
给188,赠送188元,6
註冊,注册,4
宋,送,1
亞博,亚博,4
穩單,稳单,4
淇牌,棋牌,1 4
捕禹,捕鱼,1
鈕鈕,牛牛,1
扎唫花,炸金花,1 4
玳哩,代理,1 4
扣抠,QQ,1 3
旗牌,棋牌,1 4
彩唫,彩金,1 4
芫,元,1 4
嚎礼,豪礼,1 4
骑派,棋牌,1 4
扑余,捕鱼,1 4
橧②⑧~③⑧⑧⑧⑧￥,赠28~38888元,1 4 10
玛,吗,1 4
餸伱,送你,1 4
55￥,55元,10
刺机新綄法,刺激新玩法,1
粸牌,棋牌,1 4
SVIР,VIP,3 4
卜鱼,捕鱼,1 4
牜牜,牛牛,4
皖丨妞丨補,玩妞补,1 4 10
共乙丨妞丨魚,共乙妞鱼,4 10
高丨同其丨金丨笼,高同棋牌金笼,4 10
返丨致俳丨花丨琥丨佣,返致牌花虎佣,1 4 10
富来诵18-8888,富来送18-8888,1
678圆菜琻,678元彩金,1 4
福丽,福利,1
滚球,实时投注,6
单场,单场投注,6
串关,多场连串投注,6
理才APP,理财APP,1 4
日化率,日利率,7
新口子,新贷款渠道,6
秒下,快速放款,6
下注,赌博下注,6
村一百到账两百,存一百到账两百,1 4
罔,网,1 4
再玛,在吗,1 4
餸伱,送你,1 4
17￥,17元,10
采唫,彩金,1 4
領取,领取,4
墺迪粸牌,奥迪棋牌,4
嶺,领,4
粸牌,棋牌,4
蹴,促,1
噺用戸,新用户,4
苞嬴,包赢,4
逋魚,捕鱼,4
唫糀,金花,4
牜牜,牛牛,4
苚戶,账户,4
恠,在,4
僜録,登录,4
樒碼,密码,4
諟哯,试现,4
淇片卑,棋牌,4 5
粧,庄,4
娴,闲,1
豆钮,斗牛,1
金化,金花,4
彩今,彩金,1 4
威信,微信,1
圆彩琻,元彩金,1 4
采票,彩票,1 4
回血,赢回亏损的钱,6
棈痽,精准,4
計劃,计划,4
俬帶,私带,4
裙,群,1 4
威,微信,1
③⑥⑤体育,365体育,10
1888㐾,1888元,4
尤恵傎人發簰,优惠活动,1 4
菘,松,1
渞铳,枪,6
嶺,领,4
蕞篙,最高,1 4
鎹鎹鎹,送送送,1
思彩,私彩,1
宋,送,1
Vx,微信,2
祁猅,棋牌,1 4
腰夹宾,邀请宾客,1 4
袁,元,1 4
威信,微信,1
放钱,借贷或非法放贷,7
新P亰,新葡京,1 2 4
沖値奬,充值奖,1 4
鎹毫礼,红包礼,4
搶太額宏笣,抢大额红包,1 4
克福,客服,1
威信,微信,1
快3,一种赌博游戏,10
铳100赠66,充值100赠送66,1 4
元宝,虚拟货币,7
GM特权,游戏管理特权,3
嬴荭苞,赢红包,1 4
住册,注册,1 4
贈高达⑧⑧⑥,赠高达886,1 4 10
验证码。OU8,验证码：OU8,10
粸牌,棋牌,1 4
贈,赠,4
侟,存,1 4
礼苞,礼包,1 4
【为/尼/斯】,威尼斯人,1 8 10
亚博体育,博彩网站,7
砸金蛋,博彩活动,7
冲100到账253,充值优惠,6
388抽奖,博彩抽奖活动,6
祺派,棋牌,1 4
开戶,开户,4
朴余,捕鱼,1
兜迪煮,斗地主,1 4
玳理,代理,1 4
柏万,百万,1 4
銭曾不婷,钱增不停,1 4
8888等您来拿,8888元等您来拿,6
埔/渔,捕鱼,1 4 8 10
怍/唫&/糀,炸金花,4 10
佰&/佳/泺,百家乐,1 4 10
圷/傤/僦&/㮸8-188,下注就送888,1 4 10
扎金椛,炸金花,1 4
卜魚,捕鱼,1 4
笼虍,龙虎,1 4 5
吽吽,牛牛,4
攸戏,游戏,1
下傤,下载,1
岭✶✶✲,领取,1 4 10
墺迪粸牌,奥迪棋牌,1 4
嶺,领,1 4
回血,赌博输钱后赢回,7
包婄,包赔,4
佳薇,加微信,1 4
崴尼斯人,威尼斯人,1 4
注卌茺,注册充值,1 4 5
媄女网扯,美女网站,1 4
久聊,赌博或非法活动平台,7
特大礼包,诱导性奖励或优惠,7
①①⑦元,117元,10
VI3,VIP,4 10
垹/掟,博彩/赌博,4
宋,送,1 4
嚸,点,1 4
股缥,股票,1 4
米八千,8888元,7
彩唫,彩金,1 4
vx,微信,2
旗棑,棋牌,1 4
卜渔,捕鱼,1 4
唫椛,金花,1 4
妞妞,牛牛,1 4
祝册,注册,1 4
宋68唫,送68金,1 4
守葱再宋30%,首充再送30%,1 4
真唫旗棑,真钱棋牌,1 4
翎,领,1 4
鱼多多,捕鱼,7
妞妞,牛牛,1 4
淦花,金花,4
扑鱼,捕鱼,4
札斤,扎金花,1 4
千亻乙,齐,5
贺新年,博彩活动,7
鸿宝,红包,1
娱乐场,赌博场所,7
真人游戏,真人赌博游戏,7
琪簲,棋牌,1 4
宋,送,1
沅,元,4
秒T秒到,秒提秒到,2
VIP,会员,3
斗牛,一种赌博游戏,7
Y🃏B,赌博,3 9
冲值🎉Song：88¥,充值送88元,1 2 4 9 10
扣,QQ,1 3
礻畐菜,彩票,1 4 5
章呺,账号,1 4
秘吗,密码,1 4
佘鹅,余额,1 4
卞栽,下载,1 4
A/P/P,APP,10
驶用,使用,1
鑫，花，补，渔,金花捕鱼,1 4 8
扭，妞,牛牛,1 8
柏，傢，樂,百家乐,1 4 8
助策,注册,1
憎188,赠188,1
缇,提,1 4
西利ClicBet,博彩网站,3 6
宋,送,1
點撃,点击,4
粸牌,棋牌,1 4
贈,赠,4
侟,存,1 4
礼苞,礼包,1 4
亚博,博彩平台,6
极致体验,博彩体验,7
玛,吗,1
餸伱,送你,1 4
55￥,55元,10
JJ比赛,棋牌游戏平台,3
金币,虚拟货币,6
斗运会,赌博比赛,6
赢金条大奖,赢取高价值奖品,6
Himb镁,会员,3
逋,捕,1 4
淦钕,捕鱼,4 8
鲨,杀,1 4
埖再,花再,4
䒜,花,4
嘛綫,上线,4
汼,牛,4
註®侧,注册,1 4 10
茺,充,1 4
大潤蕟祺簰,大润发棋牌,1 4
菜惍,彩金,1 4
用戸,用户,4
首茺贈㮸,首次赠送,1 4
岭✡✬♈,领取,4 10
檱俳,棋牌,4
嘛摪、牜牜、乍淦婲,麻将、牛牛、炸金花,4 5
栢傢楽,百家乐,4
餸88,送88,1
其棑,棋牌,1 5
补余,捕鱼,1 4
琻椛,金花,4
視训,视讯,4
茺宋,充值送,1 4
驻冊宋,注册送,1 4
垨沖,首充,1 4
邀人得,邀请人获得,6
戳,点击,6
大..平苔,大平台,4 10
补魚,捕鱼,1 4
拗拗,牛牛,1
百冢勒,百家乐,1 4
浨２８,赚28,4 10
浨８８,赚88,4 10
ù柱冊,注册,1 3 4
颖个,赢个,1
Hir8镁,Hire me,3 10
逋,捕,1 4
淦钕,干女,1 4
鲨,杀,1
埖再,花再,1 4
䒜,草,1 4
嘛綫,上线,4
汼,牛,1 4
降註,降注,4
侧茺,侧重,4
100送28-888,充值100赠送28到888元,6 10
首单包赔188-1888,首单赔付188到1888元,6 10
1倍水,1倍流水,6
旗牌,棋牌,1 4
铳,送,4
颂,送,1
葒苞,红包,1 4
贈888圆,赠888元,1 4
牜牜,牛牛,4
斗哋宔,斗地主,1 4
哺魚,捕鱼,1 4
琻錵,金花,1 4
亚博,赌博网站,7
加V,加微信,3
祁棑,棋牌,1
娛泺,娱乐,4
柱侧熷,注册赠,1 4
手叽呺,手机号,1 4
【:为/尼/斯】,威尼斯人,1 8 10
瘊,猴,1 4
徽,微信,4
苹苔,平台,1 4
柱策,注册,1 4
赠颂,赠送,1
圆,元,1 4
注.册,注册,8 10
餸,送,4
垷金,现金,1 4
采唫,彩金,1 4
威信,微信,1
㮸68,赠68,1
麻將,麻将,4
衿牜牜dōù,牛牛斗,2 4
哋紸,地主,1 4
㮸,玩,7
卜鱼,捕鱼,1
牪今花,现金花,1 4
zl010078公司,博彩公司,3
粸牌,棋牌,1 4
258￥✢✦♠,258元,10
佰佳乐,百家乐,1 4
木其牌,棋牌,5
相曾8888园,赠8888元,1 4 5
权微,权威,1
大客页款无忧,大客户提款无忧,4
栢+楽,百家乐,1 4 10
龍琥,龙虎,1 4
芐載澧苞,下载礼包,1 4
玛,吗,1 4
餸伱,送你,1 4
55￥,55元,10
26W,26万,2
铃888芫,领888元,1 4
奥门正网,澳门赌博网站,4 7
兑奖码,兑换码,6
玛,码,1 4
餸伱,送你,1 4
17￥,17元,10
特︱天︱嘛︱今︱主遥︱下︱将︱华︱恻你︱遊︱纽︱拢︱诵来︱系︱纽︱壶︱６７９866679.cn,特天嘛今主遥下将华恻你遊纽拢诵来系纽壶 679866679.cn,8 10
易打好赢,容易赢钱,6
下分率高,提现成功率高,7
首充必赢,首次充值必胜,6
鈿,点,1
抖→抵,抖音,4 10
妲*蕟,大发,1 4 10
柒↑棑,棋牌,1 4 10
注测,注册,1
薇,微信,1 7
⑧⑧⑧⑧,8888,10
HiO3,博彩,3 10
逋,捕,4
釒人,金人,4
鮽,鱼,1 4
花視,花视,4
妞,女,4
龍訊,龙讯,4
唬找,虎找,1 4
粸牌,棋牌,1 4
贈,赠,4
紅笣,红包,1 4
朂篙,最高,1 4
打渔,赌博,7
卜鱼,捕鱼,1
牪,牛,4
唫椛,金花,1 4
11￥,11元,10
賺,赚,4
瀭苞,输包,1 4
唫,金,1 4
理財,理财,4
贈,赠,4
ゆぃ,优惠,10
,领取,10
柏澫,百家乐,1 4
哺鱼,捕鱼,1 4
汼汼,牛牛,1 4
金錵,金花,1 4
德洲,德州扑克,1 4
嫲犟,麻将,1 4
钭地注,斗地主,1 4
註卌得,注册得,4
粸牌,棋牌,1 4
来僦宥,来就有,1 4
噺用戸苞灜,新用户包赢,1 4
逋魚,捕鱼,1 4
唫糀,金花,1 4
牜牜,牛牛,4
开号,开户,4
琻,金,1 4
搏,博,1 4
１８-８８８８,18-8888,10
領,领,4
专“鼠”福利,专属福利,1 10
亿博,赌博网站,7
囎,赠,4
荭苞,红包,1 4
抖？低主,斗地主,1 4 10
卜余徘,捕鱼棋牌,1
荭潶,红包,1 4
下仔,下注,4
旗簰,棋牌,1 4
铺鲸,捕鱼,4
嘛蒋,麻将,1 4
补克,扑克,4
住册,注册,1 4
颂金猪,送金币,1
月入上万,高额回报的诱惑，常用于非法活动招募,6
豪运国际,赌博网站,6
神秘彩金,赌博彩金,6
佰佳\牜犇丅载,百家乐下载,1 4 10
妧卜鲸,玩捕鱼,1 4 6
佰仁牜㸩\金㳸,百家乐金牌,4 10
驻冊,注册,1 4
軆育,体育,4
宋３８,送38,1 10
滿1OO可退,满100可退,4 3
點,点,4
領取,领取,4
扣,QQ,1 3
渔老板,捕鱼游戏参与者,6
領取,领取,4
隋机玲,老虎机,4 8
寸,存,5
曾,赠,1 5
悇额,额度,4 8
使苚,使用,4
薪平台,新平台,1
瓴,领,4
丸采票,玩彩票,1 4
采票漏冻,彩票漏洞,1 4
稳钟保赢,稳中保赢,1 4
威,微信,1
旗牌,棋牌,1 4
网扯,网址,4
洦万荭包,百万红包,1 4
清算转户籍,清算转账,7
加/,加微信,10
贾信芝,假信息,1
天子手游,赌博手游,7
百万红包,高额奖金,6
采神,彩票,1 4
薇V信,微信,1 3 4
沅,元,1 4
蓓缇,倍提,1 4
註冊,注册,4
宋,送,1
亞博,亚博,4
穩單,稳单,4
呯#台,平台,1 4 10
珫鎹2棓,彩金2倍,4
梅天葒&雹雨,每天红包雨,4 10
vip,会员,3
沅,元,1 4
提取,提现,6
菘,松,1 4
渞冲,充值,1 4 8
嗱,拿,4
蕞,最,4
眞仁洊,真人现金,4
鎹,送,4
佰茄樂,百家乐,4
鯆渔,捕鱼,4
柒牌,棋牌,1
妞妞,牛牛,1
電芓,电子,4
获赠68,赠送68元,6
地址：670541.com,赌博网站地址,3 10
苞,包,1 4
伽葳,加微信,1 4
荭苞,红包,1 4
余乐,娱乐,1
补俞,捕鱼,1
妞妞,牛牛,1
虾溨柱栅,下注站,1 4 5
仗号,账号,1 4
園,元,1 4
勉费,免费,1 4
菜唫,彩金,1 4
琪,期,1 4
噔陆,登录,1 4
翎取,领取,1 4
亞搏,亚博,1 4
侟,存,1 4
紅利,红利,4
穏單,稳单,4
好運,好运,4
网lc六九一八点com,网址：lc6918.com,10
乐橙娱乐,博彩平台,6
宋红苞,送红包,1 4
加Q,加QQ,3
粸牌,棋牌,1 4
蹴,送,7
噺用戸苞嬴,新用户包赢,4
逋魚,捕鱼,4
唫糀,金花,4
牜牜,牛牛,5
采金,彩金,1 4
20￥,20元,10
⑦πぉ頌ゞ①⑧⑧,赠送188,1 10
琪排,棋牌,1 4
祝策,注册,1 4
粸牌,棋牌,1 4
戳,点击,6
特邀嘉宾,特邀用户,6
得158￥✶✪✾,得158元,10
精淮彩漂,精准彩票,4
伽,加,1 4
首拵,首次,4
宋,送,1
荭包,红包,1 4
㊦傤,下载,1 10
綁定,绑定,4
幅采,非法彩票,4
帐呺,账号,4
秘玛,密码,1 4
佘鹅,余额,1 4
卞栽,下载,4
A/P/P,APP,8 10
驶用,使用,1 4
粸牌,棋牌,1 4
贈,赠,4
侟,存,1 4
琪牌,棋牌,1 4
踩票,彩票,1 4
咋金花,炸金花,4
䒜䒜,牛牛,4
下傤,下载,1
贈①⑧⑧沅,赠188元,1 4 10
美㚢,美女,4
⑦③⑧,738,10
戳,点击,6
打捞下海,招嫖,7
沖直,充值,1 4
企鹅,QQ,7
F3导师,非法博彩导师,2
快三,一种非法彩票游戏,7
崧琻,送金,1 4
电-其-百-鱼-育-提旺,电子棋牌捕鱼娱乐平台,4 8
進q,进群,2 4
宋188,送188元,1
挣銭,挣钱,1 4
赚大前,赚大钱,1
給68~228jg,给68~228元,2 10
加Ｖ,加微信,3
V,微信,3
一肖三騳,非法彩票,4 7
注遥,注遥,
桦册,注册,4
遊妞,游戏,4
琥666,虎666,1 4
操盘,股票交易操作,6
建苍,建仓,1 4
V信,微信,3
V,微信,3
一肖三騳,非法彩票信息,4 7
才神埔餘,财神捕鱼,1 4
森琳舞會,森林舞会,1 4
茺,冲,1
铳,冲,1
ydx,有毒性,2
新偆賀利,新春贺礼,1 4
张戸,账户,1 4
粸牌,棋牌,1 4
158￥,158元,10
惘址,网址,1 4
注，側，冕,注册，侧门,4 8
废淞58，签，菿淞256,费送58，签到送256,1 4 8
愘，~腹办，哩,客服，~副本，里,1 4
太陽诚,太阳城,1 4
電孑,电子,4
捕瑜,捕鱼,1
其排,棋牌,1 4
領67园,领67元,1 4
开号,开户,4
申情,申请,1 4
琻,金,4
搏,博,1 4
打玛,打码,1 4
註冊,注册,4
宋,送,1
亞博,亚博,4
穩單,稳单,4
皇恩浩荡,博彩活动,7
赈灾款,博彩奖金,7
粸牌,棋牌,1 4
贈,赠,4
紅笣,红包,1 4
朂篙,最高,1 4
（√信）,微信,10
莬沸,红包,4
綃,销,1 4
籔,赌,4
領,领,4
鎹,换,6
發財電遊,发财电玩,4 6
柱冊,注册,1 4
緣首寸,元首存,1 4
譄,赠,1 4
粸牌,棋牌,1 4
nxV,微信,3
QiPai,棋牌,2
扣,QQ,1
紅包,红包,4
和多号,赌博网站,7
副号,备用联系方式,6
諆簰,棋牌,4
圤渔,捕鱼,4
電籽,电子,4
妞妞,牛牛,1
斗抵住,斗地主,4
鎹,送,1
炷冊,注册,4
掱遊,手游,4
倸唫,彩金,1 4
АРР,APP,10
亚搏,亚博,1 4
住册,注册,1 4
岭,领,1 4
推健,推荐,1
vip,会员,3
沅,元,1 4
岱宝,贷款,1 4 7
扣,QQ,1 3
出贝,出卖,4
兼钱,赚钱,4
VX,微信,3
苹苔,平台,1 4
柱冊,注册,1 4
秒換,秒换,4
六匼上琪,六合彩,4
六匼高手榜,六合彩高手榜,4
妹子/信,微信,10
琪簰,棋牌,1 4
沅,元,1 4
琻,金,1 4
琻点,金点,1 4
元宝,虚拟货币,6
GM特权,游戏管理特权,3
荭苞,红包,1 4
點,点,4
悇额,余额,4
岼珆,平台,1 4
瓴,领,1 4
鎹您88,送您88,1 4
亚搏,亚博,1 4
稳:单,稳单,10
悻緷克沪,幸运客户,1 4
搓,戳,4
玛,码,1 4
Vip,会员,3
9祁棑,棋牌,1 10
沅,元,4
詀,站,1 4
伶,领,4
彩今,彩金,1 4
威信,微信,1
圆彩琻,元彩金,1 4
丅载,下载,4
秒瓴,秒领,1 4
🐂/🐟,牛牛/捕鱼,9 10
扎今錵,炸金花,1 4
伍肆旗簰,54棋牌,1 4 10
茺,充,1 4
鎹,送,1
国王,赌博网站,7
扭纽.今椛,牛牛金花,1 4 10
哺余,捕鱼,1 4
吓載,下载,1 4
随几,随机,4
粸牌,棋牌,1 4
贈,赠,4
侟,存,1 4
礼苞,礼包,1 4
淇俳,棋牌,1 4
卟余,捕鱼,1
鈄帝驻,斗地主,1 4
扎鍂*花,炸金花,4 10
亚博Te,亚博体育,3
柱冊,注册,1 4
宋88緣,送88元,1
首寸,首存,4
莱,来,1 4
柯服,客服,1
岭取,领取,1 4
粸牌,棋牌,1 4
jjZ,加微信,2
開戶,开户,4
宋,送,1
補渔,捕鱼,4
钭底注,斗地主,4
咋唫埖,炸金花,4
汼汼玳理,牛牛代理,4
柏万,百万,4
遊戏銭曾不婷,游戏钱赠不停,4
高博,赌博,4
诚=招,诚招,10
再玛,在吗,1 4
宋伱,送你,1 4
28￥,28元,10
dgZ,赌博,2
褀簰,棋牌,1 4
沅,元,1 4
１８-８８８８,188888,8 10
領专“鼠”福利,领专属福利,1 4 10
賺前,赚钱,1 4
哺渔,捕鱼,1 4
汼汼,牛牛,1 4
钭低柱,斗地主,1 4
唫椛,金花,1 4
洦枷勒,百家乐,1 4
柱卌增370彩唫,注册赠370彩金,1 4
茺媞妙到网扯,冲刺秒到网址,1 4
㮸,送,1
龙升旗牌,龙升棋牌,1 4
茺加,充值加,1 4
咙唬,龙虎,1 4
抓渔,捕鱼,1 4 6
汼汼,牛牛,1 4
游西,游戏,1
驻册,注册,1 4
宋3160,送3160,1
９粸排,棋牌,1 4 10
琻蟾,金花,1 4
电吇,电玩,4
扫蕾,扫雷,1 4
宋5O满1OO可退,送50满100可退,1 10
讼,送,1
渞珫菘,彩金送,1 4
蕞篙,最高,1 4
vip,会员,3
沅,元,1 4
俣乐,娱乐,4
鯆.渔,捕鱼,4 10
痲酱,麻将,1 4
紐紐,牛牛,1
米女禛朲,美女真人,4
岭,领,1
大富豪,赌博平台,7
vip,会员,3
188沅,188元,1 4
嫲哋,妈咪,4
柱冊,注册,1 4
哺汼琻鎹魚,捕鱼金兑换,1 4
錵88點,花88点,1 4
🈸️,申请,9
䕀下,贷款,4
粸牌,棋牌,1 4
苞嬴,包赢,1 4
逋魚,捕鱼,1 4
唫糀,金花,1 4
牜牜,牛牛,4
旗/渒/进領,棋牌领取,1 4 8 10
領?取,领取,4 10
咋金椛,炸金花,1 4
妞妞,牛牛,1
逋魚,捕鱼,1 4
新开/户立缯38沅起,新开户立赠38元起,1 4 8 10
沖100增50,充100赠50,1 4
亞搏,亚博,1 4
鉒冊,注册,1 4
颂,送,1
吋颂,寸送,1 4
劉水紅包,流水红包,1 4
粸牌,棋牌,1 4
噺用戸苞嬴,新用户包赢,1 4
逋魚,捕鱼,4
唫糀,金花,1 4
牜牜,牛牛,4 5
娛∶楽,娱乐,4 10
苞,包,1 4
註冊,注册,4
紅【苞】,红包,1 4 10
掘金,赌博盈利,7
茄入,加入,1 4
大发快3,一种非法彩票游戏,7
琎裙,进群,1 4
沅,元,4
菅網,官网,4
亚搏,亚博（博彩平台）,1 4
特~邀,特邀,10
现充,充值,7
琪徘,棋牌,1 4
炸斤花,炸金花,1
鱼多多,捕鱼,7
百嘉勒,百家乐,1
卜余,捕鱼,1
玲68沅,领68元,1 4
快叁,快三,4
計劃,计划,4
威信,微信,1
亚博,赌博平台,7
huohu,火狐,2
红单,中奖,7
yb120099,亚博120099,2
备用金,非法资金,7
gWx,微信,2
領,领,4
专“鼠”福利,专属福利,1 4 10
鱼多多,捕鱼游戏,7
萍骀,平台,1 4
緷气,运气,1 4
莱还給,来还给,1 4
粸牌,棋牌,1 4
嶺,领,1 4
岀錢,出钱,4
伱岀力,你出力,4
代完彩㬓,代玩彩票,1 4
毎天一小莳,每天一小时,1 4
1ooo圆,1000元,1 3 4
月収入3oooo元,月收入30000元,3 4
伽∨,加微信,1 3 10
網祉,网址,1 4
小愽,小博,4
夨,失,4
㮸,赢,4
聯繋洅綫恪服,联系客服,1 4
來玩就㮸,来玩就赢,4
簱簰,棋牌,1 4
彩唫,彩金,1 4
芫,元,1 4
天博体育,博彩网站,6
包赔,保证赔付,6
茺,充,1 4
颂,送,1
氺扣,水扣,4
茄Q,加QQ,1
痟,料,4
苾衶,菠菜,4
啭钱,赚钱,1
祝测㮸888,注册赠888,1 4
其俳,棋牌,1 4
註冊,注册,4
頌,送,1
卟漁,捕鱼,1 4
絔嘉泺,百家乐,1 4
咋唫誮,炸金花,1 4
汼汼,牛牛,1 4
翎掫,领取,1 4
d国,德国,2
特︱麻︱地︱注王,特麻地注王,10
遥︱将︱主︱册琪,遥将注册,4 10
打︱妞︱金︱送牌︱魚︱妞︱花︱双38,打妞金送牌鱼妞花双38,4 10
䒤结算,秒结算,1 4
168￥特邀金,168元特邀奖金,10
猛戳0166848.com,点击0166848.com,6
汰婸铖,太阳城,1 4
艏洊1え,首充1元,1 4 10
鎹888彩惍,送888彩金,1
電子,电子赌博,4
補渔,捕鱼,1 4
牜牜榨琻花,牛牛炸金花,1 4
槍荭苞,抢红包,1 4
粸牌,棋牌,1 4
牜牜,牛牛,4
琻錵,金花,1 4
眞人百嘉乐,真人百家乐,1 4
威风,威信/微信,1
財富,财富,4
嚸>e.d34a.cn/4f,点击链接,1 3 4 10
蕞镐,最好,1 4
克幅紷蕖jb,客服微信,1 3 4
T讼,提现,2
渞茺凇,充值送,1 4
週@週有领,周周有礼,1 4 10
蕞高,最高,1 4
养卡,通过非法手段提高信用卡额度,6
提额,提高信用卡额度,6
捕YU,捕鱼,2
紐鈕札J錵信,炸金花微信,2 4
大盤,赌博活动,7
茐①oo颂12,送100元,1 4 10
粸牌,棋牌,1 4
555-8888,555-8888,
褀牌,棋牌,1 4
卟魚,捕鱼,1 4
牜牜,牛牛,4
虹苞,红包,1 4
玲,领,1 4
VPR,VIP,3
琪牌,棋牌,1 4
領取,领取,4
嫲/姜,麻将,1 4 10
紐/紐,牛牛,1 10
砖叶,赚业,1 4
唯信,微信,1
釫我涪,加我聊,4
璔送,赠送,4
大红苞,大红包,4
大神,赌博或博彩专家,7
教学网,博彩或赌博教学网站,7
同乐*乐娱,同乐城娱乐,8 10
苹.苔活*动,平台活动,4 10
柱冊,注册,4
熷18-888,赠18-888,4
秒/兌,秒兑,4 10
哺鱼,捕鱼,4
荭包,红包,4
汼汼,牛牛,4
28+38+18真送,赠送金额,7 10
扣扣,QQ,7
粸牌,棋牌,4
贈,赠,4
紅笣,红包,4
朂篙,最高,4
薇妮斯亾,威尼斯人,4
咟傢泺萭亾,玩家乐园,4
諆簰戳,棋牌桌,4
高俻率埰嘌,高赔率彩票,4
驻册,注册,1 4
贈88-1888圆,赠88-1888元,4 6
嫲哋,妈咪,4
柱冊,注册,1 4
哺汼琻,捕鱼金,1 4
鎹魚汼錵,送鱼牛花,1 4
冲,充值,1 4 6
玛,吗,1 4
餸伱,送你,1 4
17￥,17元,10
2VB,赌博,3 10
play,播放或游戏,3
摆珈嘞,百家乐,1
泷呼,龙虎,1 4
诓浣,狂欢,1
芐崽理褒戳,下注理赔,4
w噌,微信,2
6-8888,领取8888元,10
㠗廸粸牌,棋牌,4
噔嶺,登录领取,1 4
粨珈,百家乐,1 4
佰仁🐮,百人牛牛,1 4 9
菳🌷,金花,4 9
秒宋28¥,秒送28元,1 10
⑦③⑧,738,10
戳,点击,7
菜金,彩金,4
爆裂裁决,赌博游戏或非法活动,7
至尊号,高级会员或VIP账号,6
礼包码,促销代码或优惠码,6
骐排,棋牌,1 4
惍花,金花,1 4
逋鮽,捕鱼,1 4
巃虍,龙虎,1 4
キャッシングサービス,现金借贷服务,6
副業,兼职,6
無審査で融資を受けたい方,无需审核即可贷款,6
旗牌,棋牌,1 4
网扯,网址,4
洦万荭包,百万红包,1 4
祝冊,注册,1 4
天加不线制近,添加不限制进,1 4
m加Q,加QQ,3
菜,彩金,1 4
氺,水,4
小V,小微,3
影Q,影子QQ,3
贈,赠,4
飞艇,非法彩票或赌博游戏,7
赛车,非法彩票或赌博游戏,7
三打哈,一种赌博游戏,7
一水,一倍流水，指赌博中的投注要求,7
Q2749663736,QQ号，用于联系,3
稘俳,棋牌,1 4
Ｖíρ,VIP,10
特撽旣憎,特权赠,1 4
菳埖,金花,1 4
纽沑,牛牛,1 4
哺雨,捕鱼,1 4
抖哋拄,斗地主,1 4
巃琥,龙虎,1 4
红黑,红黑,
缇,提,1 4
白-佳-烁,百家乐,1 4 8
齐猅,棋牌,1 4
睬瞟,彩票,1 4
德檏,德州扑克,1 4
扑余,捕鱼,1 4
试迅,视讯,1 4
莊妞,庄牛,1 4
其棑,棋牌,1 4
大优蕙,大优惠,1 4
补余,捕鱼,1
琻椛,金花,1 4
視训,视讯,1 4
茺宋2OO,充值200,1 3 4
驻冊宋68,注册送68,1 4
蒱鱼,捕鱼,4
牪,牛牛,4 5
哋宔,地主,1 4
火狐体育,博彩网站,7
首茺,首次充值,1 4
颂,送,1
岱宝频抬,赌博平台,1 4
扣扣,QQ,1
妙下,秒下,1 4
佳V,加微信,1 3 4
6KO,六合彩,3 10
電孑,电子,4
捕瑜,捕鱼,1
其排,棋牌,1 4
犇犇,牛牛,4 5
領67￥,领67元,4 10
咋金誮,炸金花,1 4
逋魚,捕鱼,1 4
龙虒,龙虾,4
䒜䒜,牛牛,4
蝣戏,游戏,1
下傤,下载,1
芫,元,1 4
守冲,首充,1 4
簱簰,棋牌,1 4
彩唫,彩金,1
芫,元,1 4
金-牛-国-際,金牛国际,4 8
搏①搏,博彩,1 4 10
簱簰,棋牌,1 4
沅,元,1 4
罔止,网址,1 4
今曰,今日,4
玛點,码点,1 4
铹唫,捞金,1
vip,会员,3
沅,元,1 4
禮金,彩金,6
沖,充,1 4
宋,送,1
嚸,点,1
岭,领,1 4
犹,游,1
禮金,礼金,4
沖,充,1 4
宋,送,1
嚸,点,1
